invoice_id,deal_id,invoice_type,invoice_date,invoice_due_date,paid_date,invoice_status,dunning_status,invoice_amount,delay_in_days,delay_bool,invoice_month,due_day,customer_id,deal_term,deal_monthly_amount,deal_signed_date,deal_deposit_amount,schufa_score,postal_code,date_of_birth,loyalty_status,schufa_group,deposit,deal_term_group,deal_monthly_amount_group,invoice_amount_group,age,age_group,due_day_group
in_1O6YtHHfRoBp5g8KlQGm3xIM,13642049430,monthly,2023-10-29,2023-11-05,2023-11-01,paid,,395.1,-4.0,False,10,5,1774201.0,12,395.1,09/06/2023,0.0,9951.0,87541.0,1956-10-07,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,67.0,60-69,3-7
in_1O6Z1aDOkQuZ6Q4MKtNgQCj1,13577269572,monthly,2023-10-29,2023-11-05,2023-11-01,paid,,539.0,-4.0,False,10,5,449214851.0,13,539.0,05/06/2023,1617.0,,,1990-07-01,gold,,True,13 - 18,500 - 999,500 - 999,33.0,30-39,3-7
in_1O6ZQTHfRoBp5g8KlSLFHN9u,14339116314,monthly,2023-10-29,2023-11-05,2023-11-01,paid,,499.0,-4.0,False,10,5,90263051.0,12,499.0,26/07/2023,0.0,8758.0,3042.0,1977-10-04,gold,"8,500 - 8,999",False,7 - 12,0 - 499,0 - 499,46.0,40-49,3-7
in_1O6aNwDOkQuZ6Q4Mi0RE0TIT,14309466759,monthly,2023-10-29,2023-11-05,2023-11-01,paid,,299.0,-4.0,False,10,5,470091051.0,24,299.0,25/07/2023,0.0,9743.0,44623.0,1990-03-08,gold,"9,500 - 9,749",False,19 - 24,0 - 499,0 - 499,33.0,30-39,3-7
in_1O6aRDHfRoBp5g8KKSPEW3Zd,15023543319,monthly,2023-10-29,2023-11-05,2023-11-01,paid,,598.0,-4.0,False,10,5,490100651.0,12,598.0,07/09/2023,0.0,,,1969-02-21,gold,,False,7 - 12,500 - 999,500 - 999,54.0,50-59,3-7
in_1O6c59DOkQuZ6Q4MqtmJUkUU,13410231948,monthly,2023-10-29,2023-11-05,2023-11-01,paid,,691.6,-4.0,False,10,5,209135651.0,13,691.6,22/05/2023,0.0,9921.0,71263.0,1989-03-26,platinum,"9,750 - 10000",False,13 - 18,500 - 999,500 - 999,34.0,30-39,3-7
in_1O6cnWHfRoBp5g8KiCUlXReo,15069259386,monthly,2023-10-29,2023-11-05,2023-11-01,paid,,707.0,-4.0,False,10,5,465570451.0,12,628.0,08/09/2023,0.0,9865.0,49413.0,1964-03-26,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,59.0,50-59,3-7
in_1O6cqHDOkQuZ6Q4M8L3KT5f9,13386995325,monthly,2023-10-29,2023-11-05,2023-11-01,paid,,379.0,-4.0,False,10,5,439816201.0,13,379.0,19/05/2023,0.0,9799.0,22761.0,1976-09-19,gold,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,47.0,40-49,3-7
in_1O6eIuHfRoBp5g8KB2IuNY4p,14754888090,monthly,2023-10-29,2023-11-05,2023-11-01,paid,,439.0,-4.0,False,10,5,183393551.0,12,439.0,21/08/2023,0.0,9878.0,22549.0,1984-03-01,platinum,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,39.0,30-39,3-7
in_1O6h2eHfRoBp5g8Knj6ycofg,11870813241,monthly,2023-10-30,2023-11-06,2023-10-30,paid,,778.05,-7.0,False,10,6,187390054.0,12,778.05,26/01/2023,0.0,9907.0,61440.0,1984-05-12,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,39.0,30-39,3-7
in_1O6h2xDOkQuZ6Q4MRhwHUNV7,12528360486,monthly,2023-10-30,2023-11-06,2023-11-01,paid,,379.0,-5.0,False,10,6,410763201.0,13,379.0,16/03/2023,0.0,9886.0,63303.0,1987-05-14,gold,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,36.0,30-39,3-7
in_1O6h6oDOkQuZ6Q4MtmqfGlU9,12243708459,monthly,2023-10-30,2023-11-06,2023-10-30,paid,,978.0,-7.0,False,10,6,391781601.0,12,978.0,20/02/2023,0.0,9899.0,42659.0,1978-02-10,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,45.0,40-49,3-7
in_1O6h7yHfRoBp5g8Kqg1fEucX,12124454013,monthly,2023-10-30,2023-11-06,2023-10-30,paid,,629.1,-7.0,False,10,6,214214851.0,12,629.1,12/02/2023,0.0,9978.0,21033.0,1977-09-18,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,46.0,40-49,3-7
in_1O6ivxHfRoBp5g8KXDIu32K4,10704648744,monthly,2023-10-30,2023-11-06,2023-11-27,paid,successfull,849.0,21.0,True,10,6,315810951.0,12,849.0,27/10/2022,0.0,,,1976-03-25,gold,,False,7 - 12,500 - 999,500 - 999,47.0,40-49,3-7
in_1O6ivzHfRoBp5g8K0buybmn4,13444020900,monthly,2023-10-30,2023-11-06,2023-11-01,paid,,569.0,-5.0,False,10,6,445750001.0,12,569.0,25/05/2023,0.0,8084.0,66901.0,1991-04-25,gold,"8,000 - 8,499",False,7 - 12,500 - 999,500 - 999,32.0,30-39,3-7
in_1O6ivzHfRoBp5g8KEArJX2eq,10314038133,monthly,2023-10-30,2023-11-06,2023-11-01,paid,,218.0,-5.0,False,10,6,295199901.0,12,589.0,26/09/2022,0.0,9916.0,63110.0,1971-05-27,gold,"9,750 - 10000",False,7 - 12,500 - 999,0 - 499,52.0,50-59,3-7
in_1O6ivzHfRoBp5g8KWPTD6htP,10703793042,monthly,2023-10-30,2023-11-06,2023-11-01,paid,,748.6,-5.0,False,10,6,228870302.0,12,748.6,27/10/2022,0.0,,,1976-08-03,gold,,False,7 - 12,500 - 999,500 - 999,47.0,40-49,3-7
in_1O6ivzHfRoBp5g8KZ4g8dxRQ,12054030975,monthly,2023-10-30,2023-11-06,2023-11-01,paid,,888.0,-5.0,False,10,6,51308501.0,12,888.0,08/02/2023,0.0,,21401.0,1988-05-05,platinum,,False,7 - 12,500 - 999,500 - 999,35.0,30-39,3-7
in_1O6iw0HfRoBp5g8K3T7oXpd6,12671873451,monthly,2023-10-30,2023-11-06,2023-10-30,paid,,439.0,-7.0,False,10,6,414935901.0,12,508.0,23/03/2023,0.0,,,1964-08-27,gold,,False,7 - 12,500 - 999,0 - 499,59.0,50-59,3-7
in_1O6iwjDOkQuZ6Q4MYt1smkF7,10525403817,monthly,2023-10-30,2023-11-06,2023-11-01,paid,,226.03,-5.0,False,10,6,292922051.0,12,838.0,11/10/2022,0.0,,,1981-08-02,platinum,,False,7 - 12,500 - 999,0 - 499,42.0,40-49,3-7
in_1O6iwjDOkQuZ6Q4MwZjodYMN,9469826145,monthly,2023-10-30,2023-11-06,2023-11-01,paid,,426.55,-5.0,False,10,6,42470251.0,12,426.55,12/07/2022,0.0,9989.0,63477.0,1970-12-19,platinum,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,52.0,50-59,3-7
in_1O6ixdHfRoBp5g8K6PnHEz1O,14527583397,monthly,2023-10-30,2023-11-06,2023-10-30,paid,,1138.0,-7.0,False,10,6,362805651.0,6,1138.0,08/08/2023,0.0,9546.0,40472.0,1978-09-16,platinum,"9,500 - 9,749",False,0 - 6,"1,000 - 1,499","1,000 - 1,499",45.0,40-49,3-7
in_1O6ixdHfRoBp5g8K8Z4ksBvJ,12821860395,monthly,2023-10-30,2023-11-06,2023-11-01,paid,,674.1,-5.0,False,10,6,9309551.0,12,674.1,03/04/2023,0.0,9963.0,65779.0,1971-09-17,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,52.0,50-59,3-7
in_1O6ixdHfRoBp5g8KEkppboRx,12459006981,monthly,2023-10-30,2023-11-06,2023-10-30,paid,,431.1,-7.0,False,10,6,408428152.0,12,431.1,09/03/2023,0.0,9857.0,85757.0,1987-03-10,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,36.0,30-39,3-7
in_1O6iyCDOkQuZ6Q4MI12CuuDa,12364623126,monthly,2023-10-30,2023-11-06,2023-11-01,paid,,379.0,-5.0,False,10,6,404063702.0,13,379.0,02/03/2023,0.0,9152.0,24992.0,1991-10-21,gold,"9,000 - 9,249",False,13 - 18,0 - 499,0 - 499,32.0,30-39,3-7
in_1O6iyCDOkQuZ6Q4MjGS1f880,11310758802,monthly,2023-10-30,2023-11-06,2023-10-30,paid,,625.1,-7.0,False,10,6,256474151.0,13,625.1,13/12/2022,0.0,8787.0,60314.0,1988-02-04,platinum,"8,500 - 8,999",False,13 - 18,500 - 999,500 - 999,35.0,30-39,3-7
in_1O6iyCDOkQuZ6Q4MxA1atIZJ,14073855309,monthly,2023-10-30,2023-11-06,2023-11-01,paid,,824.83,-5.0,False,10,6,403990851.0,12,819.0,12/07/2023,0.0,9644.0,82319.0,1971-04-20,platinum,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,52.0,50-59,3-7
in_1O6j0GHfRoBp5g8K5Omr1tc1,14041599048,monthly,2023-10-30,2023-11-06,2023-10-30,paid,,474.05,-7.0,False,10,6,239173751.0,6,474.05,10/07/2023,0.0,9662.0,50765.0,1993-07-18,gold,"9,500 - 9,749",False,0 - 6,0 - 499,0 - 499,30.0,30-39,3-7
in_1O6j0GHfRoBp5g8Kde1M22yB,12925143450,monthly,2023-10-30,2023-11-06,2023-11-03,paid,,778.0,-3.0,False,10,6,234062551.0,12,778.0,11/04/2023,0.0,,76530.0,1992-01-31,platinum,,False,7 - 12,500 - 999,500 - 999,31.0,30-39,3-7
in_1O6j0GHfRoBp5g8KoRtvI8ur,12913013295,monthly,2023-10-30,2023-11-06,2023-10-30,paid,,748.0,-7.0,False,10,6,422714851.0,12,748.0,10/04/2023,0.0,9958.0,47447.0,1968-06-23,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,55.0,50-59,3-7
in_1O6j0GHfRoBp5g8KziBmre7R,12576358485,monthly,2023-10-30,2023-11-06,2023-11-01,paid,,499.0,-5.0,False,10,6,402103751.0,12,499.0,17/03/2023,0.0,9951.0,38536.0,1980-09-26,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,43.0,40-49,3-7
in_1O6jBfDOkQuZ6Q4MKUgvyYLK,10356745068,monthly,2023-10-30,2023-11-06,2023-11-01,paid,,399.0,-5.0,False,10,6,300500551.0,13,399.0,30/09/2022,0.0,9994.0,21762.0,1964-02-12,silver,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,59.0,50-59,3-7
in_1O6jBiDOkQuZ6Q4MWcAPY4V6,12001481577,monthly,2023-10-30,2023-11-06,2023-11-01,paid,,360.05,-5.0,False,10,6,197853851.0,13,360.05,08/02/2023,0.0,,,1988-07-10,gold,,False,13 - 18,0 - 499,0 - 499,35.0,30-39,3-7
in_1O6jBpDOkQuZ6Q4MhrRIbpGw,10065090663,monthly,2023-10-30,2023-11-06,2023-11-01,paid,,474.05,-5.0,False,10,6,128203651.0,12,474.05,05/09/2022,0.0,9513.0,,1980-11-10,gold,"9,500 - 9,749",False,7 - 12,0 - 499,0 - 499,42.0,40-49,3-7
in_1O6p00HfRoBp5g8K9E3spVoo,13084121673,monthly,2023-10-30,2023-11-06,2023-11-01,paid,,889.2,-5.0,False,10,6,237244351.0,12,889.2,21/04/2023,0.0,9684.0,3096.0,1978-12-12,platinum,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,44.0,40-49,3-7
in_1O6pEUDOkQuZ6Q4MjJ2lhENL,13166934291,monthly,2023-10-30,2023-11-06,2023-11-01,paid,,299.0,-5.0,False,10,6,434009451.0,24,299.0,28/04/2023,0.0,9895.0,67596.0,1978-12-20,gold,"9,750 - 10000",False,19 - 24,0 - 499,0 - 499,44.0,40-49,3-7
in_1O6qU9HfRoBp5g8KqELWkk1W,13020349221,monthly,2023-10-30,2023-11-06,2023-11-30,paid,successfull,588.01,24.0,True,10,6,427660201.0,12,969.0,17/04/2023,0.0,9823.0,65795.0,1976-10-29,,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,47.0,40-49,3-7
in_1O6qUlDOkQuZ6Q4Miz6oiDBG,9483456591,monthly,2023-10-30,2023-11-06,2023-11-01,paid,,5.83,-5.0,False,10,6,77765051.0,13,492.1,13/07/2022,0.0,8840.0,,1970-03-02,silver,"8,500 - 8,999",False,13 - 18,0 - 499,0 - 499,53.0,50-59,3-7
in_1O6rVLDOkQuZ6Q4MNwLmJKUO,14629717935,monthly,2023-10-30,2023-11-06,2023-10-30,paid,,453.83,-7.0,False,10,6,480642651.0,6,448.0,15/08/2023,1344.0,,,1978-01-17,gold,,True,0 - 6,0 - 499,0 - 499,45.0,40-49,3-7
in_1O6roUHfRoBp5g8KMaRKySFI,10161102150,final,2023-10-30,2023-11-29,2023-11-29,paid,,879.13,0.0,False,10,29,292358301.0,12,1618.0,13/09/2022,0.0,,,1978-03-18,platinum,,False,7 - 12,"1,500 - 1,999",500 - 999,45.0,40-49,28-31
in_1O6rp9DOkQuZ6Q4M9APVTBKU,13033332891,final,2023-10-30,2023-11-29,2023-11-07,paid,,678.0,-22.0,False,10,29,427854051.0,6,989.0,17/04/2023,0.0,9977.0,82041.0,1959-07-10,gold,"9,750 - 10000",False,0 - 6,500 - 999,500 - 999,64.0,60-69,28-31
in_1O6rpPHfRoBp5g8KPYWySwzi,10114319520,final,2023-10-30,2023-11-29,2023-11-27,paid,,1032.75,-2.0,False,10,29,190293201.0,12,474.05,08/09/2022,0.0,9863.0,90409.0,1994-10-27,gold,"9,750 - 10000",False,7 - 12,0 - 499,"1,000 - 1,499",29.0,20-29,28-31
in_1O6tEJHfRoBp5g8KMFp2J86L,13097996856,monthly,2023-10-30,2023-11-06,2023-10-30,paid,,1188.0,-7.0,False,10,6,313277451.0,12,1188.0,22/04/2023,0.0,9849.0,49086.0,1967-02-05,platinum,"9,750 - 10000",False,7 - 12,"1,000 - 1,499","1,000 - 1,499",56.0,50-59,3-7
in_1O6tR5DOkQuZ6Q4MWPFSO4Q7,12390964497,monthly,2023-10-30,2023-11-06,2023-11-02,paid,,349.0,-4.0,False,10,6,405114901.0,12,349.0,05/03/2023,0.0,9925.0,3226.0,1967-12-16,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,55.0,50-59,3-7
in_1O6u4dDOkQuZ6Q4M87rQr93p,14792143923,monthly,2023-10-30,2023-11-06,2023-11-02,paid,,788.0,-4.0,False,10,6,454775401.0,6,788.0,23/08/2023,0.0,,,1964-04-15,platinum,,False,0 - 6,500 - 999,500 - 999,59.0,50-59,3-7
in_1O6vcVHfRoBp5g8K0ieTXWvF,13076075025,monthly,2023-10-30,2023-11-06,2023-11-02,paid,,721.05,-4.0,False,10,6,231635251.0,12,948.1,20/04/2023,0.0,9894.0,48231.0,1977-04-07,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,46.0,40-49,3-7
in_1O6vcvHfRoBp5g8KyXJesm9H,9500605875,final,2023-10-30,2023-11-29,2023-11-17,paid,,650.0,-12.0,False,10,29,22184451.0,12,478.0,15/07/2022,0.0,9647.0,20146.0,1983-12-13,gold,"9,500 - 9,749",False,7 - 12,0 - 499,500 - 999,39.0,30-39,28-31
in_1O6vfRDOkQuZ6Q4MTUeHCwDb,9999816831,final,2023-10-30,2023-11-29,2023-10-31,paid,,320.0,-29.0,False,10,29,286355651.0,12,399.0,31/08/2022,0.0,9976.0,20259.0,1965-05-11,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,58.0,50-59,28-31
in_1O6vgNDOkQuZ6Q4MzG7IsC9t,10299169314,final,2023-10-30,2023-11-29,2023-12-06,paid,successfull,353.34,7.0,True,10,29,297396551.0,12,759.0,26/09/2022,0.0,,,1987-03-09,gold,,False,7 - 12,500 - 999,0 - 499,36.0,30-39,28-31
in_1O6voIHfRoBp5g8KCsxPZE3A,9661511736,final,2023-10-30,2023-11-29,2023-10-31,paid,,150.0,-29.0,False,10,29,265285801.0,12,418.0,01/08/2022,0.0,9913.0,91564.0,1980-06-20,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,43.0,40-49,28-31
in_1O6vr6HfRoBp5g8KPfsnp1K8,11467501668,final,2023-10-30,2023-11-29,2023-12-04,paid,successfull,3425.75,5.0,True,10,29,314660716.0,12,679.0,27/12/2022,0.0,,,1990-07-23,gold,,False,7 - 12,500 - 999,">1,999",33.0,30-39,28-31
in_1O6wKsHfRoBp5g8KqYWlrxPg,14445024048,monthly,2023-10-30,2023-11-06,2023-11-02,paid,,699.0,-4.0,False,10,6,95595101.0,6,699.0,03/08/2023,0.0,9891.0,15366.0,1974-02-07,platinum,"9,750 - 10000",False,0 - 6,500 - 999,500 - 999,49.0,40-49,3-7
in_1O6wttHfRoBp5g8K6iuaKpgx,13796477010,monthly,2023-10-30,2023-11-06,2023-10-30,paid,,439.0,-7.0,False,10,6,454087851.0,12,439.0,20/06/2023,0.0,9806.0,44137.0,1996-02-14,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,27.0,20-29,3-7
in_1O6wysDOkQuZ6Q4MIIGaKQGH,14594667660,monthly,2023-10-30,2023-11-06,2023-11-02,paid,,969.0,-4.0,False,10,6,479417652.0,6,969.0,13/08/2023,2907.0,,,1994-10-16,gold,,True,0 - 6,500 - 999,500 - 999,29.0,20-29,3-7
in_1O6xslHfRoBp5g8KkDpxJe6A,15024163635,monthly,2023-10-30,2023-11-06,2023-11-02,paid,,958.0,-4.0,False,10,6,383445202.0,12,958.0,15/09/2023,0.0,,,1975-01-11,platinum,,False,7 - 12,500 - 999,500 - 999,48.0,40-49,3-7
in_1O6zUrHfRoBp5g8KJfwtkk75,14697121086,monthly,2023-10-30,2023-11-06,2023-11-02,paid,,1291.05,-4.0,False,10,6,393196701.0,6,1291.05,17/08/2023,0.0,9960.0,13507.0,1969-09-24,platinum,"9,750 - 10000",False,0 - 6,"1,000 - 1,499","1,000 - 1,499",54.0,50-59,3-7
in_1O71A2HfRoBp5g8KjXdnpIYn,15467571036,monthly,2023-10-30,2023-11-06,2023-11-02,paid,,479.0,-4.0,False,10,6,506280351.0,12,479.0,05/10/2023,0.0,9932.0,77776.0,1967-06-05,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,56.0,50-59,3-7
in_1O71rEDOkQuZ6Q4MPO9ncxTt,11802403134,monthly,2023-10-30,2023-11-06,2023-11-02,paid,,793.43,-4.0,False,10,6,85276251.0,12,764.1,22/01/2023,0.0,9975.0,10115.0,1977-02-26,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,46.0,40-49,3-7
in_1O73XLDOkQuZ6Q4MCMYcz6Ak,12185685063,monthly,2023-10-31,2023-11-07,2023-11-02,paid,,314.1,-5.0,False,10,7,31529301.0,24,314.1,16/02/2023,0.0,9947.0,65203.0,1967-06-01,gold,"9,750 - 10000",False,19 - 24,0 - 499,0 - 499,56.0,50-59,8-12
in_1O73XPDOkQuZ6Q4MiqfPhpD3,13117279023,monthly,2023-10-31,2023-11-07,2023-11-02,paid,,858.0,-5.0,False,10,7,431988001.0,6,858.0,24/04/2023,2574.0,,,1985-07-09,gold,,True,0 - 6,500 - 999,500 - 999,38.0,30-39,8-12
in_1O73Y4HfRoBp5g8KL4O28ohl,13261235076,monthly,2023-10-31,2023-11-07,2023-11-02,paid,,492.1,-5.0,False,10,7,234616851.0,12,492.1,07/05/2023,0.0,9764.0,25474.0,1982-12-14,platinum,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,40.0,40-49,8-12
in_1O73cRDOkQuZ6Q4MJtXoXHIW,13026506067,monthly,2023-10-31,2023-11-07,2023-11-29,paid,successfull,384.83,22.0,True,10,7,410769102.0,13,379.0,17/04/2023,0.0,9356.0,22767.0,1982-09-22,gold,"9,250 - 9,499",False,13 - 18,0 - 499,0 - 499,41.0,40-49,8-12
in_1O73hYDOkQuZ6Q4MBzPmA6S7,12475151424,monthly,2023-10-31,2023-11-07,2023-11-02,paid,,388.0,-5.0,False,10,7,265542101.0,12,388.0,10/03/2023,0.0,9582.0,71063.0,1988-06-28,gold,"9,500 - 9,749",False,7 - 12,0 - 499,0 - 499,35.0,30-39,8-12
in_1O73hYDOkQuZ6Q4MLQyCZrLg,11087079984,monthly,2023-10-31,2023-11-07,2023-11-02,paid,,591.0,-5.0,False,10,7,448315351.0,12,591.0,25/11/2022,0.0,9768.0,86399.0,1987-05-22,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,36.0,30-39,8-12
in_1O73hYDOkQuZ6Q4MMFBWkjWm,13447600218,monthly,2023-10-31,2023-11-07,2023-11-02,paid,,429.0,-5.0,False,10,7,446571401.0,12,429.0,25/05/2023,429.0,9645.0,10715.0,2000-01-06,gold,"9,500 - 9,749",True,7 - 12,0 - 499,0 - 499,23.0,20-29,8-12
in_1O73hYDOkQuZ6Q4MSmpJzUxT,14346119772,monthly,2023-10-31,2023-11-07,2023-11-02,paid,,498.0,-5.0,False,10,7,471059901.0,12,498.0,26/07/2023,0.0,9930.0,71034.0,1996-09-18,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,27.0,20-29,8-12
in_1O73hYDOkQuZ6Q4MTz3hBVJZ,13193827875,monthly,2023-10-31,2023-11-07,2023-11-02,paid,,503.1,-5.0,False,10,7,49740251.0,18,503.1,02/05/2023,1509.3,,,1966-12-11,gold,,True,13 - 18,500 - 999,500 - 999,56.0,50-59,8-12
in_1O75QFHfRoBp5g8Kj27Epptf,13954165263,monthly,2023-10-31,2023-11-07,2023-10-31,paid,,719.0,-7.0,False,10,7,452157501.0,6,719.0,03/07/2023,0.0,8957.0,63505.0,1968-04-14,gold,"8,500 - 8,999",False,0 - 6,500 - 999,500 - 999,55.0,50-59,8-12
in_1O7EHdHfRoBp5g8KwwHfPsFq,11887424055,final,2023-10-31,2023-11-30,2023-11-01,paid,,5.83,-29.0,False,10,30,186348701.0,6,407.55,27/01/2023,0.0,9789.0,12279.0,1981-12-10,gold,"9,750 - 10000",False,0 - 6,0 - 499,0 - 499,41.0,40-49,28-31
in_1O7ESwDOkQuZ6Q4MyNl7V2Z8,10496839257,final,2023-10-31,2023-11-30,2023-10-31,paid,,435.3,-30.0,False,10,30,306127751.0,12,609.0,08/10/2022,0.0,9950.0,85591.0,1984-08-25,gold,"9,750 - 10000",False,7 - 12,500 - 999,0 - 499,39.0,30-39,28-31
in_1O7ETvHfRoBp5g8KEpNaGVN8,10324334853,final,2023-10-31,2023-11-30,2023-11-30,paid,,417.85,0.0,False,10,30,84352901.0,12,748.6,27/09/2022,0.0,9964.0,74199.0,1962-02-14,platinum,"9,750 - 10000",False,7 - 12,500 - 999,0 - 499,61.0,60-69,28-31
in_1O7EV8DOkQuZ6Q4MbH0Jz2K6,15706898532,monthly,2023-10-31,2023-11-07,2023-11-02,paid,,818.0,-5.0,False,10,7,487627651.0,12,818.0,20/10/2023,0.0,,,1983-01-16,gold,,False,7 - 12,500 - 999,500 - 999,40.0,40-49,8-12
in_1O7GtsDOkQuZ6Q4M8N8o2nj6,14578103925,monthly,2023-10-31,2023-11-07,2023-11-03,paid,,759.0,-4.0,False,10,7,436475501.0,6,759.0,11/08/2023,2277.0,9471.0,66482.0,1998-10-23,gold,"9,250 - 9,499",True,0 - 6,500 - 999,500 - 999,25.0,20-29,8-12
in_1O7HrzHfRoBp5g8KhXypFZrH,13213651743,monthly,2023-10-31,2023-11-07,2023-11-03,paid,,849.0,-4.0,False,10,7,76046602.0,12,849.0,03/05/2023,0.0,9926.0,27612.0,1975-07-26,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,48.0,40-49,8-12
in_1O7K7rHfRoBp5g8K6Iqdr23o,15664652343,monthly,2023-10-31,2023-11-07,2023-11-20,paid,successfull,989.0,13.0,True,10,7,37771351.0,12,989.0,17/10/2023,0.0,9532.0,22045.0,1989-07-27,gold,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,34.0,30-39,8-12
in_1O7KO1DOkQuZ6Q4M7rMQPq5w,13959414090,monthly,2023-10-31,2023-11-07,2023-11-03,paid,,498.0,-4.0,False,10,7,168096901.0,12,498.0,03/07/2023,0.0,9694.0,15366.0,1993-04-14,gold,"9,500 - 9,749",False,7 - 12,0 - 499,0 - 499,30.0,30-39,8-12
in_1O7KYlHfRoBp5g8K9kHgdypr,13819816251,monthly,2023-10-31,2023-11-07,2023-11-03,paid,,683.1,-4.0,False,10,7,82841801.0,12,683.1,22/06/2023,0.0,9745.0,79423.0,1980-10-30,platinum,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,43.0,40-49,8-12
in_1O7Kr7DOkQuZ6Q4M5tokxGCA,14247284643,monthly,2023-10-31,2023-11-07,2023-11-03,paid,,299.0,-4.0,False,10,7,259757051.0,24,299.0,20/07/2023,0.0,9965.0,50825.0,1962-07-18,gold,"9,750 - 10000",False,19 - 24,0 - 499,0 - 499,61.0,60-69,8-12
